Yield,Latitude,Longitude,TimeStamp
313.625467,395.5172493,202.1843003,11/2/2018 18:15
301.9437546,394.2106747,202.1771151,11/2/2018 18:15
292.3777166,392.8378591,202.1836371,11/2/2018 18:15
264.4905838,391.370824,202.1645133,11/2/2018 18:15
269.8049271,389.9110877,202.1973443,11/2/2018 18:15
248.1755034,388.4551113,202.1808735,11/2/2018 18:15
270.3666199,386.9924997,202.1987813,11/2/2018 18:15
243.6810566,385.536081,202.2182367,11/2/2018 18:15
270.3838795,384.0885091,202.2802507,11/2/2018 18:15
265.872173,382.6278881,202.3051226,11/2/2018 18:15
259.5796849,381.1893843,202.2842302,11/2/2018 18:15
256.8832793,379.7334079,202.2798085,11/2/2018 18:15
255.7351652,378.2905912,202.2987112,11/2/2018 18:15
253.5125799,376.8267632,202.3024696,11/2/2018 18:15
233.47472,375.3808501,202.3211512,11/2/2018 18:15
239.2727259,373.9270854,202.3382852,11/2/2018 18:15
235.4545936,372.4811723,202.3826125,11/2/2018 18:15
258.36357,371.0311676,202.4280452,11/2/2018 18:15
255.1111678,369.5814946,202.4399838,11/2/2018 18:15
268.5502311,368.1464189,202.4344566,11/2/2018 18:15
262.7474325,366.6978518,202.4389889,11/2/2018 18:15
265.7171518,365.2480682,202.4382151,11/2/2018 18:15
263.1067737,363.816089,202.4311404,11/2/2018 18:15
257.3046846,362.3582326,202.4409786,11/2/2018 18:15
247.333892,360.91619,202.4780102,11/2/2018 18:15
263.3131628,359.466517,202.5025505,11/2/2018 18:15
242.3684657,357.9413137,202.5230007,11/2/2018 18:15
258.2585772,356.4246256,202.5257643,11/2/2018 18:15
249.0593452,354.8857096,202.5226691,11/2/2018 18:15
254.7132867,353.3830658,202.5577109,11/2/2018 18:15
238.6370458,351.8721281,202.5770557,11/2/2018 18:15
254.0312468,350.3406214,202.5923105,11/2/2018 18:15
238.9087228,348.8313425,202.6277944,11/2/2018 18:15
256.9007725,347.3274824,202.6534402,11/2/2018 18:15
238.6934254,345.8075872,202.6710163,11/2/2018 18:16
272.5306043,344.2784028,202.6605148,11/2/2018 18:16
229.16778,342.6256937,202.6951144,11/2/2018 18:16
219.7193335,340.9201245,202.6926825,11/2/2018 18:16
242.8278766,339.2288209,202.7171123,11/2/2018 18:16
242.0087308,337.5339786,202.7420948,11/2/2018 18:16
254.6049969,335.847209,202.7692881,11/2/2018 18:16
260.2079263,334.2077703,202.79416,11/2/2018 18:16
269.7154709,332.567668,202.8049931,11/2/2018 18:16
258.1474648,330.9427161,202.7948232,11/2/2018 18:16
267.5576132,329.4796622,202.8118467,11/2/2018 18:16
249.5484341,328.0040014,202.808641,11/2/2018 18:16
250.5406452,326.5329853,202.8350605,11/2/2018 18:16
244.6641546,325.0711478,202.8751872,11/2/2018 18:16
258.9104286,323.6036705,202.918188,11/2/2018 18:16
268.669848,322.1281203,202.9575409,11/2/2018 18:16
269.0530957,320.608004,202.9582042,11/2/2018 18:16
252.2910937,319.042105,202.9436126,11/2/2018 18:16
251.2459014,317.476206,202.9200672,11/2/2018 18:16
255.934535,315.9569744,202.9215042,11/2/2018 18:16
251.7358764,314.476669,202.9328901,11/2/2018 18:16
238.2188703,312.9878485,202.9330006,11/2/2018 18:16
247.7047406,311.4692804,202.9790966,11/2/2018 18:16
220.0301755,309.8644551,202.9756698,11/2/2018 18:16
228.9928186,308.2834059,202.9753382,11/2/2018 18:16
222.4764173,306.6687384,202.978765,11/2/2018 18:16
238.6314637,305.0642449,203.0066215,11/2/2018 18:16
235.8417852,303.4377447,203.0134751,11/2/2018 18:16
246.408202,301.8159998,203.0349202,11/2/2018 18:16
240.1602219,300.2042076,203.052828,11/2/2018 18:16
271.6060399,298.582352,203.0602343,11/2/2018 18:16
246.5388757,296.9576213,203.0813478,11/2/2018 18:16
255.9048253,295.3385304,203.0709569,11/2/2018 18:16
258.6905668,293.7225359,203.1051144,11/2/2018 18:16
243.7988645,292.0968098,203.1120785,11/2/2018 18:16
262.742128,290.4894411,203.1392718,11/2/2018 18:16
250.8695013,288.8716772,203.156848,11/2/2018 18:16
259.7613559,287.2765835,203.1665757,11/2/2018 18:16
250.5095985,285.6674454,203.2026123,11/2/2018 18:16
261.1717274,284.0704717,203.2291424,11/2/2018 18:16
259.3016418,282.4590113,203.2336746,11/2/2018 18:16
254.6327921,280.8624799,203.2558935,11/2/2018 18:16
248.7167048,279.2485866,203.3076271,11/2/2018 18:16
261.7367712,277.6683114,203.3394632,11/2/2018 18:16
256.5435733,276.088368,203.3892071,11/2/2018 18:16
254.0340465,274.4962601,203.4327606,11/2/2018 18:16
254.7260544,272.9143262,203.4473521,11/2/2018 18:16
256.0982513,271.3214442,203.4496735,11/2/2018 18:16
257.7755217,269.7371879,203.4398352,11/2/2018 18:16
277.1280658,268.14508,203.4680234,11/2/2018 18:16
264.8337377,266.5712189,203.5007438,11/2/2018 18:16
262.5158512,264.9877367,203.5217468,11/2/2018 18:16
256.0243539,263.4051392,203.5490506,11/2/2018 18:16
281.9493295,261.8333792,203.5687271,11/2/2018 18:16
244.5825691,260.2612874,203.5655214,11/2/2018 18:16
265.87893,258.694172,203.5462871,11/2/2018 18:16
253.5576016,257.1161085,203.5653003,11/2/2018 18:16
263.294764,255.5357227,203.6090749,11/2/2018 18:16
271.2357298,253.9671697,203.6395845,11/2/2018 18:16
253.0382149,252.3897698,203.6687675,11/2/2018 18:16
265.3564181,250.8251978,203.6783847,11/2/2018 18:17
253.0382149,249.2464709,203.6620244,11/2/2018 18:17
264.2886294,247.6855483,203.6604769,11/2/2018 18:17
264.5516374,246.1221928,203.6746262,11/2/2018 18:17
257.8457809,244.5614913,203.7092259,11/2/2018 18:17
252.9928248,242.9542331,203.7389616,11/2/2018 18:17
256.1575137,241.3065005,203.7560956,11/2/2018 18:17
256.0954513,239.6480409,203.7968856,11/2/2018 18:17
253.392008,237.991019,203.7940115,11/2/2018 18:17
251.6366498,236.3248184,203.7812992,11/2/2018 18:17
243.3153061,234.669013,203.7698028,11/2/2018 18:17
241.3652069,233.0452775,203.8125825,11/2/2018 18:17
253.7326771,231.4027423,203.8422078,11/2/2018 18:17
248.8820042,229.7673953,203.9003528,11/2/2018 18:17
259.9517282,228.1296154,203.9265512,11/2/2018 18:17
250.0014398,226.4954848,203.9474436,11/2/2018 18:17
260.3607921,224.8485262,203.960156,11/2/2018 18:17
257.0346547,223.2243483,203.9466698,11/2/2018 18:17
253.6848744,221.5791591,203.9568397,11/2/2018 18:17
247.253652,219.9587412,204.0079101,11/2/2018 18:17
267.7468184,218.305811,204.0202908,11/2/2018 18:17
260.6452196,216.6394998,204.0452732,11/2/2018 18:17
259.5055396,214.9792709,204.0802045,11/2/2018 18:17
254.099131,213.3169409,204.0890478,11/2/2018 18:17
250.0189677,211.6437734,204.0972279,11/2/2018 18:17
260.5773023,209.9955984,204.0976701,11/2/2018 18:17
210.4459297,208.324532,204.1334857,11/2/2018 18:17
214.2793014,206.6815545,204.2042325,11/2/2018 18:17
216.2545898,205.0250856,204.2258987,11/2/2018 18:17
216.2545898,203.368506,204.2207032,11/2/2018 18:17
284.233055,201.6932374,204.2281095,11/2/2018 18:17
274.470917,199.9531653,204.2019111,11/2/2018 18:17
265.792071,198.223046,204.2245722,11/2/2018 18:17
235.143318,196.4724682,204.2696733,11/2/2018 18:17
244.9836992,194.8423188,204.3263813,11/2/2018 18:17
244.0398684,193.3509548,204.3463894,11/2/2018 18:17
280.5108424,191.985659,204.3408623,11/2/2018 18:17
282.9491347,190.6481203,204.3490424,11/2/2018 18:17
274.708811,189.2287478,204.3904956,11/2/2018 18:17
278.932141,187.8475276,204.3755724,11/2/2018 18:17
297.9296932,186.4023887,204.3524692,11/2/2018 18:17
265.1082263,184.9521627,204.3662869,11/2/2018 18:17
284.7241975,183.48557,204.4227738,11/2/2018 18:17
260.1779529,182.0372241,204.4559364,11/2/2018 18:17
295.7588237,180.5798101,204.4641165,11/2/2018 18:17
274.6870016,179.1322382,204.4697541,11/2/2018 18:17
263.9001201,177.6556928,204.4794818,11/2/2018 18:17
282.4346262,176.2042504,204.4543888,11/2/2018 18:17
260.3656655,174.7430764,204.4547204,11/2/2018 18:17
270.9871428,173.281239,204.4803661,11/2/2018 18:17
279.5122735,171.8252625,204.5180609,11/2/2018 18:17
285.7929205,170.3718296,204.5651518,11/2/2018 18:17
283.2857335,168.914305,204.606605,11/2/2018 18:17
274.3413697,167.4573333,204.6093685,11/2/2018 18:17
260.4485008,165.981562,204.6069366,11/2/2018 18:17
262.21192,164.5091083,204.5956613,11/2/2018 18:17
231.0826957,162.9209815,204.5671415,11/2/2018 18:17
228.2244446,161.3108481,204.5941137,11/2/2018 18:17
242.7446863,159.7355493,204.635567,11/2/2018 18:17
246.3619873,158.1518459,204.6511534,11/2/2018 18:17
244.8192857,156.5613968,204.6407624,11/2/2018 18:18
266.2635466,154.9452918,204.6297082,11/2/2018 18:18
263.030136,153.3085071,204.6409835,11/2/2018 18:18
252.4491069,151.6655296,204.6557961,11/2/2018 18:18
253.7026879,150.0250956,204.6928277,11/2/2018 18:18
259.9094684,148.3991484,204.7517465,11/2/2018 18:18
263.1242765,146.7863609,204.8308945,11/2/2018 18:18
264.0973362,145.2014411,204.8663785,11/2/2018 18:18
253.1309776,143.6155261,204.8742269,11/2/2018 18:18
253.1309776,142.0299428,204.8646098,11/2/2018 18:18
269.3967213,140.4526534,204.8658257,11/2/2018 18:18
269.3967213,138.87271,204.8731215,11/2/2018 18:18
267.9694829,137.30095,204.9209862,11/2/2018 18:18
269.6796153,135.7417967,204.941547,11/2/2018 18:18
268.7650841,134.1954715,204.9726092,11/2/2018 18:18
262.6126831,132.6293514,204.9832213,11/2/2018 18:18
263.3682709,131.0705299,204.987864,11/2/2018 18:18
260.3440179,129.5111555,204.9628815,11/2/2018 18:18
257.4512689,127.9534399,204.9899643,11/2/2018 18:18
275.2859972,126.3831174,205.0040031,11/2/2018 18:18
281.7380123,124.8020682,205.0361708,11/2/2018 18:18
319.1219758,123.2226777,205.0607111,11/2/2018 18:18
277.0811013,121.6428449,205.1107866,11/2/2018 18:18
162.4933098,120.0404525,205.125157,11/2/2018 18:18
182.0042167,118.4599561,205.095974,11/2/2018 18:18
200.2100191,116.855352,205.0627008,11/2/2018 18:18
228.9408379,115.2633547,205.0592741,11/2/2018 18:18
257.4190344,113.6882771,205.0823773,11/2/2018 18:18
268.9447937,112.1232628,205.1197405,11/2/2018 18:18
249.1053254,110.5244092,205.1285838,11/2/2018 18:18
213.6393705,108.881874,205.1489235,11/2/2018 18:18
322.2902752,107.8533129,205.2106059,11/2/2018 18:18
355.602167,106.6320001,205.1902662,11/2/2018 18:18
310.0768509,105.9603002,205.2426631,11/2/2018 18:18
226.7154938,105.1593252,205.2796947,11/2/2018 18:18
233.0959896,104.3261696,205.3186054,11/2/2018 18:18
275.3369388,103.6023837,205.4030594,11/2/2018 18:18
294.0920787,102.9054702,205.3663595,11/2/2018 18:18
278.6568021,102.0244309,205.3157313,11/2/2018 18:18
227.3393325,100.8914764,205.2971602,11/2/2018 18:18
263.6752936,99.72014857,205.383604,11/2/2018 18:18
210.2266181,98.2392903,205.3974218,11/2/2018 18:18
222.041023,96.59587046,205.3964269,11/2/2018 18:18
244.9074674,94.96052342,205.3819459,11/2/2018 18:18
264.0874484,93.34784652,205.3617167,11/2/2018 18:18
267.7783757,91.73439553,205.3535366,11/2/2018 18:18
265.247048,90.11685285,205.3631538,11/2/2018 18:18
253.5460524,88.49355969,205.4092498,11/2/2018 18:18
252.3342878,86.88619093,205.4734746,11/2/2018 18:18
258.1924368,85.27097055,205.4974622,11/2/2018 18:18
271.4141238,83.66260652,205.4893926,11/2/2018 18:18
250.374502,82.03389464,205.4893926,11/2/2018 18:18
246.9825139,80.3890372,205.5021049,11/2/2018 18:18
233.6119983,78.73135177,205.515591,11/2/2018 18:18
240.6939426,77.07963798,205.5499696,11/2/2018 18:18
226.0204495,75.42847713,205.6149682,11/2/2018 18:18
247.5844876,73.76935408,205.6581901,11/2/2018 18:18
230.0258047,72.1033747,205.6832831,11/2/2018 18:18
261.6796362,70.43960703,205.6753241,11/2/2018 18:19
252.8090575,68.77384882,205.7110291,11/2/2018 18:19
245.7426246,67.10820119,205.7446339,11/2/2018 18:19
257.0733662,65.43757718,205.7381119,11/2/2018 18:19
250.8596367,63.77347776,205.7614362,11/2/2018 18:19
261.9666908,62.11380178,205.8022262,11/2/2018 18:19
245.5937428,60.45644811,205.8181442,11/2/2018 18:19
244.1036175,58.81004246,205.8028894,11/2/2018 18:19
235.2616276,57.12869161,205.8116222,11/2/2018 18:19
242.8853613,55.46625097,205.8338412,11/2/2018 18:19
243.2725558,53.79883397,205.8547336,11/2/2018 18:19
234.5142612,52.1381627,205.8458902,11/2/2018 18:19
225.404497,50.47671734,205.8817058,11/2/2018 18:19
217.5014593,48.79835231,205.9275807,11/2/2018 18:19
217.1169474,47.10196175,205.9233801,11/2/2018 18:19
231.4026396,45.4325542,205.9410668,11/2/2018 18:19
225.7728893,43.73406251,205.9248172,11/2/2018 18:19
238.0106554,42.06609258,205.9431671,11/2/2018 18:19
226.6248982,40.38418878,205.9606327,11/2/2018 18:19
234.9635795,38.695871,206.0136929,11/2/2018 18:19
222.7419537,36.98167608,206.0604521,11/2/2018 18:19
240.0825717,35.25752842,206.078581,11/2/2018 18:19
238.3192246,33.54842046,206.0803496,11/2/2018 18:19
247.3192867,31.84218773,206.0607837,11/2/2018 18:19
226.4415704,30.11195783,206.0754858,11/2/2018 18:19
248.6474628,28.41600961,206.1022369,11/2/2018 18:19
235.4393223,26.71143568,206.1496594,11/2/2018 18:19
226.5583253,25.02101677,206.1866909,11/2/2018 18:19
229.7151857,23.33081903,206.1760789,11/2/2018 18:19
217.9890442,21.63697195,206.1875753,11/2/2018 18:19
226.7983829,19.91525718,206.2144369,11/2/2018 18:19
223.3575618,18.18978247,206.1823798,11/2/2018 18:19
232.5077568,16.50024825,206.2169794,11/2/2018 18:19
230.3221779,14.81613275,206.2576588,11/2/2018 18:19
228.1546077,13.15004277,206.2744612,11/2/2018 18:19
221.936659,11.45542159,206.2659495,11/2/2018 18:19
235.3918328,9.798510261,206.2693763,11/2/2018 18:19
240.3189142,8.137286076,206.2903792,11/2/2018 18:19
240.0257753,6.455492878,206.2951325,11/2/2018 18:19
238.5184771,4.79006641,206.3374701,11/2/2018 18:19
243.9498696,3.094228791,206.4159549,11/2/2018 18:19
233.4210002,1.432009331,206.4753159,11/2/2018 18:19
235.7017605,0.217774094,345.4460507,11/2/2018 18:21
252.492708,2.032712939,345.424274,11/2/2018 18:21
245.3959521,3.857825705,345.4148779,11/2/2018 18:21
259.889993,5.679952656,345.3559591,11/2/2018 18:21
254.210563,7.494006813,345.3272182,11/2/2018 18:21
249.8071333,9.312373827,345.2877547,11/2/2018 18:21
245.1568546,11.1111671,345.3075417,11/2/2018 18:21
247.7798818,12.90188759,345.2571346,11/2/2018 18:21
234.6626046,14.70477256,345.2551449,11/2/2018 18:22
241.2747271,16.49814712,345.2327048,11/2/2018 18:22
230.9877236,18.30667197,345.1893724,11/2/2018 18:22
219.9139456,20.09352195,345.1720173,11/2/2018 18:22
239.718244,21.90337383,345.1523409,11/2/2018 18:22
268.2911891,23.71742799,345.1379704,11/2/2018 18:22
225.7702812,25.52141881,345.1364229,11/2/2018 18:22
243.6065959,27.28957974,345.1258108,11/2/2018 18:22
278.4688294,28.94748634,345.1193994,11/2/2018 18:22
299.4215918,30.4483607,345.1084558,11/2/2018 18:22
300.8168565,31.7780478,345.1278006,11/2/2018 18:22
318.4784699,33.01904486,345.1081241,11/2/2018 18:22
313.2640753,34.21204756,345.1063555,11/2/2018 18:22
275.5731277,35.70385386,345.1107771,11/2/2018 18:22
244.400932,37.15131514,345.0970699,11/2/2018 18:22
284.9958909,38.43875836,345.080157,11/2/2018 18:22
237.2960049,39.87416575,345.045889,11/2/2018 18:22
210.8241874,41.37492953,345.0084154,11/2/2018 18:22
257.2197159,42.82371784,344.938995,11/2/2018 18:22
246.7993039,44.2617793,344.8952205,11/2/2018 18:22
269.3873749,45.68491165,344.8605103,11/2/2018 18:22
249.0880257,47.1143474,344.8281215,11/2/2018 18:22
275.4047622,48.51503076,344.8116508,11/2/2018 18:22
271.5567514,49.84748252,344.7821361,11/2/2018 18:22
261.6947314,51.12408829,344.7671024,11/2/2018 18:22
255.5315545,52.37736042,344.7684289,11/2/2018 18:22
218.693302,53.65451911,344.7687605,11/2/2018 18:22
202.9253913,55.03684519,344.7400196,11/2/2018 18:22
222.3660483,56.50509667,344.7469838,11/2/2018 18:22
231.5952414,57.92568553,344.7354874,11/2/2018 18:22
243.8784857,59.29861178,344.733166,11/2/2018 18:22
229.4927702,60.70360801,344.7467626,11/2/2018 18:22
241.5789493,62.13956834,344.7617963,11/2/2018 18:22
216.7375795,63.68556182,344.7532846,11/2/2018 18:22
216.0533348,65.29768579,344.7124947,11/2/2018 18:22
217.2341202,66.82012443,344.6625298,11/2/2018 18:22
256.395301,68.33360561,344.6089169,11/2/2018 18:22
236.3576088,69.92228532,344.5653634,11/2/2018 18:22
263.3331115,71.51616258,344.5393861,11/2/2018 18:22
253.4879931,73.09312017,344.5278897,11/2/2018 18:22
259.0463011,74.67184713,344.5412653,11/2/2018 18:22
240.0933711,76.25201172,344.5523194,11/2/2018 18:22
236.1436059,77.84190788,344.5634842,11/2/2018 18:22
246.1902271,79.44286264,344.5337484,11/2/2018 18:22
260.4794196,81.00522287,344.5077711,11/2/2018 18:22
253.6965233,82.61878445,344.4953904,11/2/2018 18:22
258.1756255,84.19253504,344.4914109,11/2/2018 18:22
243.6310678,85.78972988,344.4738347,11/2/2018 18:22
242.6583537,87.40561377,344.4770404,11/2/2018 18:22
238.896615,89.00236627,344.4413354,11/2/2018 18:22
244.7947785,90.60708097,344.4051882,11/2/2018 18:22
248.9775213,92.22163783,344.377,11/2/2018 18:22
243.4768438,93.86815406,344.3700359,11/2/2018 18:22
241.9348463,95.62227056,344.3668301,11/2/2018 18:22
230.1814092,97.38169519,344.342732,11/2/2018 18:22
237.1698283,99.15925595,344.3503594,11/2/2018 18:22
238.8741539,100.9088384,344.2989574,11/2/2018 18:22
260.2169231,102.6534445,344.2746382,11/2/2018 18:22
243.8783805,104.3811309,344.2355064,11/2/2018 18:22
246.3642994,106.1036198,344.2377172,11/2/2018 18:22
227.7527916,107.8272145,344.2180408,11/2/2018 18:23
237.9474771,109.5522469,344.2391542,11/2/2018 18:23
232.5249324,111.3355581,344.2052179,11/2/2018 18:23
254.8532005,113.1034979,344.2025649,11/2/2018 18:23
247.8853801,114.9010747,344.1415458,11/2/2018 18:23
232.2846092,116.733265,344.1068356,11/2/2018 18:23
235.3941424,118.5870196,344.0966658,11/2/2018 18:23
224.6998093,120.4550397,344.1141314,11/2/2018 18:23
240.2872431,122.3194105,344.1017507,11/2/2018 18:23
234.708108,124.1573513,344.0994293,11/2/2018 18:23
243.4299104,126.0015955,344.0531122,11/2/2018 18:23
238.4047915,127.8504842,343.9960726,11/2/2018 18:23
243.3900138,129.6988201,343.965342,11/2/2018 18:23
251.3522638,131.5045803,343.9497556,11/2/2018 18:23
260.7970869,133.2318243,343.9394752,11/2/2018 18:23
257.5616211,134.8753548,343.9243309,11/2/2018 18:23
251.1710612,136.4732131,343.9101816,11/2/2018 18:23
245.7875364,138.0599023,343.8954795,11/2/2018 18:23
249.9993555,139.6731321,343.8513733,11/2/2018 18:23
232.8236931,141.2799479,343.8267224,11/2/2018 18:23
246.309742,142.8930672,343.8148945,11/2/2018 18:23
244.037188,144.5133745,343.8145628,11/2/2018 18:23
252.2560067,146.1346771,343.8101411,11/2/2018 18:23
257.3756353,147.7584126,343.7655928,11/2/2018 18:23
263.3326447,149.359478,343.7511118,11/2/2018 18:23
234.0006197,150.9926133,343.722813,11/2/2018 18:23
236.3137874,152.6286238,343.7024733,11/2/2018 18:23
227.3107813,154.2566722,343.7186124,11/2/2018 18:23
286.9612401,155.8796336,343.7307721,11/2/2018 18:23
258.5815764,157.5159759,343.6970568,11/2/2018 18:23
254.0780366,159.155857,343.6654418,11/2/2018 18:23
273.2774729,160.8119942,343.6517346,11/2/2018 18:23
240.9956544,162.531829,343.6508503,11/2/2018 18:23
252.6307019,164.228109,343.6270838,11/2/2018 18:23
244.4788174,165.8841356,343.6034278,11/2/2018 18:23
252.4812774,167.5526585,343.6177982,11/2/2018 18:23
231.8086671,169.309982,343.5747974,11/2/2018 18:23
246.2729946,171.0755995,343.5323494,11/2/2018 18:23
252.5641711,172.8345818,343.5212952,11/2/2018 18:23
249.7657623,174.5963287,343.5081407,11/2/2018 18:23
255.5307464,176.368139,343.5131151,11/2/2018 18:23
253.7947405,178.1334247,343.5043822,11/2/2018 18:23
247.4224178,179.9168465,343.5036084,11/2/2018 18:23
253.2231033,181.7165244,343.4914489,11/2/2018 18:23
247.1983065,183.48933,343.4324195,11/2/2018 18:23
248.5004577,185.2315032,343.3927349,11/2/2018 18:23
234.9971416,187.0113862,343.3575826,11/2/2018 18:23
251.2741469,188.7723591,343.3413329,11/2/2018 18:23
240.3270753,190.5600937,343.3301682,11/2/2018 18:23
264.8034128,192.3413038,343.3424384,11/2/2018 18:23
239.6798174,194.1391018,343.2788768,11/2/2018 18:23
257.4931789,195.9272788,343.2553314,11/2/2018 18:23
238.3345583,197.7095948,343.2283591,11/2/2018 18:23
254.5611292,199.4837274,343.2272537,11/2/2018 18:23
267.4502834,201.2665962,343.2568789,11/2/2018 18:23
256.3429348,203.034536,343.2528994,11/2/2018 18:23
261.0558688,204.7984947,343.2496937,11/2/2018 18:23
247.6065675,206.5713002,343.2053664,11/2/2018 18:23
251.5217977,208.3672183,343.1768466,11/2/2018 18:23
248.0663842,210.1350474,343.1391518,11/2/2018 18:23
253.0794345,211.9087377,343.1481057,11/2/2018 18:24
246.7924481,213.6901689,343.1286503,11/2/2018 18:24
244.2681311,215.4514735,343.1215756,11/2/2018 18:24
255.9980349,217.2217356,343.0719423,11/2/2018 18:24
258.1405503,218.9821555,343.0220879,11/2/2018 18:24
245.873752,220.7669043,342.9780923,11/2/2018 18:24
256.5220087,222.524449,342.9677013,11/2/2018 18:24
247.8364012,224.293384,342.9451508,11/2/2018 18:24
239.4767011,226.0676272,342.9389604,11/2/2018 18:24
243.5657726,227.8192002,342.9518938,11/2/2018 18:24
234.0547527,229.5842647,342.9080087,11/2/2018 18:24
235.3793772,231.3399294,342.8741829,11/2/2018 18:24
246.5602384,233.1009023,342.8593703,11/2/2018 18:24
246.5602384,234.8633127,342.8508585,11/2/2018 18:24
263.9340193,236.6306996,342.8525166,11/2/2018 18:24
273.4978525,238.3814985,342.8490899,11/2/2018 18:24
248.5311323,240.1480006,342.8273131,11/2/2018 18:24
231.7688423,241.9037759,342.8081894,11/2/2018 18:24
238.476057,243.6473867,342.7818804,11/2/2018 18:24
249.065849,245.3520712,342.7850861,11/2/2018 18:24
262.2503607,247.0621745,342.7724843,11/2/2018 18:24
256.7367729,248.7720565,342.7745846,11/2/2018 18:24
263.114964,250.4934396,342.7745846,11/2/2018 18:24
254.2545185,252.2219001,342.7790063,11/2/2018 18:24
247.1996558,253.9537888,342.7462859,11/2/2018 18:24
255.5029205,255.6810329,342.7217456,11/2/2018 18:24
256.5170918,257.4201097,342.6994161,11/2/2018 18:24
251.9443785,259.1511137,342.6881408,11/2/2018 18:24
264.4189638,260.8918492,342.6675801,11/2/2018 18:24
274.7977233,262.6343542,342.6432608,11/2/2018 18:24
263.2395731,264.3697816,342.6297747,11/2/2018 18:24
213.3514539,266.112176,342.5962805,11/2/2018 18:24
210.8471657,267.8564504,342.5808047,11/2/2018 18:24
215.600709,269.6110092,342.5910851,11/2/2018 18:24
238.4220105,271.3365945,342.5840104,11/2/2018 18:24
236.6460809,273.0844076,342.5905323,11/2/2018 18:24
272.3209877,274.8271337,342.5662131,11/2/2018 18:24
275.4747643,276.5425451,342.5348192,11/2/2018 18:24
279.6330883,278.2787466,342.5120476,11/2/2018 18:24
252.705062,279.9821041,342.5009934,11/2/2018 18:24
261.3456932,281.463073,342.4621932,11/2/2018 18:24
274.9146268,282.8834407,342.4625248,11/2/2018 18:24
247.1971223,284.4667017,342.4485965,11/2/2018 18:24
239.6103014,286.1507066,342.4322363,11/2/2018 18:24
225.0237834,287.9475093,342.4506968,11/2/2018 18:24
245.2875353,289.7794784,342.4153234,11/2/2018 18:24
249.3599331,291.5767235,342.3655796,11/2/2018 18:24
246.6045048,293.4345697,342.3108614,11/2/2018 18:24
246.6045048,295.2926371,342.2770355,11/2/2018 18:24
231.8887197,297.1336743,342.2333715,11/2/2018 18:24
234.4872038,298.9607776,342.2321555,11/2/2018 18:24
235.7706926,300.7741683,342.2198854,11/2/2018 18:24
238.7934721,302.5873377,342.192692,11/2/2018 18:24
238.7934721,304.4081376,342.168815,11/2/2018 18:24
240.9450833,306.2319234,342.156987,11/2/2018 18:24
240.0448441,308.080591,342.1383054,11/2/2018 18:24
250.1391255,309.9250563,342.1421744,11/2/2018 18:24
242.3742937,311.7751615,342.1260353,11/2/2018 18:24
247.5945175,313.5927544,342.133331,11/2/2018 18:24
230.303335,315.4327963,342.1079064,11/2/2018 18:24
253.9470903,317.2698524,342.0740806,11/2/2018 18:25
240.2292783,319.1054708,342.0537409,11/2/2018 18:25
241.0099656,320.9463974,342.0487665,11/2/2018 18:25
241.4560932,322.7803571,342.0047708,11/2/2018 18:25
244.082335,324.5868914,342.0130615,11/2/2018 18:25
239.4211796,326.4494928,341.972161,11/2/2018 18:25
240.6754059,328.2851113,341.9613279,11/2/2018 18:25
249.2629664,330.1271437,341.9184376,11/2/2018 18:25
245.8056574,331.9607716,341.9105891,11/2/2018 18:25
247.809676,333.8055687,341.8989822,11/2/2018 18:25
251.6050284,335.6482646,341.8955554,11/2/2018 18:25
245.3990674,337.4855419,341.8966608,11/2/2018 18:25
242.9626903,339.3228191,341.8880386,11/2/2018 18:25
245.064775,341.1493695,341.8644932,11/2/2018 18:25
229.4284742,342.9988112,341.825693,11/2/2018 18:25
247.1707819,344.8347614,341.8186183,11/2/2018 18:25
242.0585956,346.665514,341.8066797,11/2/2018 18:25
243.5165039,348.5009113,341.7948517,11/2/2018 18:25
239.1635794,350.332991,341.7809235,11/2/2018 18:25
248.9426402,352.1752446,341.7789337,11/2/2018 18:25
230.5599698,354.0110842,341.74146,11/2/2018 18:25
251.0467579,355.8497991,341.7396913,11/2/2018 18:25
242.7412799,357.6840905,341.7102872,11/2/2018 18:25
247.8483388,359.5161702,341.7129402,11/2/2018 18:25
244.0775517,361.3661648,341.6861891,11/2/2018 18:25
252.3383033,363.2179288,341.6659599,11/2/2018 18:25
261.2933137,365.0617306,341.6518105,11/2/2018 18:25
241.6342732,366.9406988,341.6287073,11/2/2018 18:25
256.4234585,368.8103778,341.6206377,11/2/2018 18:25
250.3693713,370.6911154,341.5958763,11/2/2018 18:25
249.1481198,372.5861185,341.5769737,11/2/2018 18:25
244.7878462,374.4576775,341.5830535,11/2/2018 18:25
240.4333238,376.3341022,341.5815059,11/2/2018 18:25
240.2872431,378.2036705,341.5388367,11/2/2018 18:25
255.7196049,380.0816434,341.5065585,11/2/2018 18:25
232.6937244,381.9847194,341.4547143,11/2/2018 18:25
246.0018223,383.8587112,341.4539405,11/2/2018 18:25
241.1976027,385.7407758,341.4239837,11/2/2018 18:25
250.1511065,387.6160947,341.4177933,11/2/2018 18:25
236.4452062,389.4810184,341.3964588,11/2/2018 18:25
246.7611031,391.3404129,341.3291387,11/2/2018 18:25
244.3176466,393.1881958,341.2713253,11/2/2018 18:25
263.9976062,395.0513502,341.2053318,11/2/2018 18:25
242.3728677,396.9224667,341.2158333,11/2/2018 18:25
